Wops,Nops,Wera,Nera
.773,.750,4.91,3.76
.771,.751,4.92,3.74
.769,.754,4.94,3.72
.759,.759,5.05,3.69
.757,.760,5.07,3.67
.757,.761,5.06,3.66
.728,.673,4.96,4.33
.727,.681,5.09,4.29
.746,.674,4.95,4.55
.775,.668,4.88,5.14
.776,.668,4.85,5.14
.774,.670,4.88,5.10
.731,.822,4.90,3.57
.730,.831,5.05,3.59
.774,.810,4.88,3.84
.770,.810,4.87,3.80
.775,.816,4.94,3.86
.783,.817,4.85,3.94
.784,.816,4.82,3.96
.782,.818,4.88,3.94
.781,.818,4.89,3.91
.766,.835,5.03,3.71
.766,.836,5.03,3.70
.765,.837,5.08,3.69
.751,.849,5.12,3.71
.752,.848,5.11,3.74
.752,.851,5.16,3.74
.749,.848,5.10,3.68
.746,.847,5.09,3.66
.745,.846,5.10,3.65
.746,.848,5.12,3.66
.731,.743,4.71,5.28
.728,.754,4.88,5.23
.726,.745,4.82,5.30
.764,.736,4.84,5.27
.766,.732,4.80,5.28
.761,.731,4.78,5.19
.773,.806,5.04,3.30
.772,.808,5.01,3.33
.779,.818,4.89,3.33
.778,.815,4.86,3.32
.385,.728,4.50,4.20
.560,.710,3.18,4.62
.528,.693,3.60,3.94
.508,.687,3.27,3.47
.758,.755,5.01,4.01
.755,.756,4.99,4.05
.758,.758,5.01,4.15
.763,.750,4.94,4.12
.768,.754,5.01,4.22
.767,.754,5.03,4.21
.779,.759,4.86,4.19
.776,.759,4.89,4.15
.771,.759,4.88,4.10
.770,.761,4.89,4.09
.763,.773,5.02,4.06
.760,.773,5.01,4.03
.760,.774,5.05,4.03
.752,.779,5.14,4.03
.751,.780,5.12,4.01
.762,.750,5.05,5.01
.763,.754,5.09,5.02
.763,.752,5.07,5.04
.512,.910,3.95,3.68
.481,.876,3.67,3.36
.685,.848,4.83,4.34
.688,.850,4.84,4.29
.703,.853,4.90,4.32
.727,.859,4.95,4.44
.764,.773,4.97,5.23
.762,.771,4.96,5.19
.766,.768,4.93,5.19
.772,.766,4.90,5.29
.763,.769,5.04,5.23
.774,.768,5.01,5.33
.772,.776,5.07,5.29
.778,.763,4.89,5.20
.782,.761,4.85,5.25
.782,.762,4.83,5.26
.775,.763,4.95,5.30
.774,.761,4.92,5.27
.778,.761,4.90,5.31
.778,.726,5.03,4.15
.776,.723,5.00,4.12
.777,.723,4.98,4.15
.772,.773,4.98,2.98
.770,.776,5.05,2.98
.770,.772,5.02,3.01
.771,.775,5.04,3.02
.757,.762,5.10,3.65
.755,.760,5.09,3.63
.756,.759,5.08,3.65
.530,.833,4.81,5.29
.547,.801,4.30,5.07
.598,.773,3.91,5.13
.629,.767,3.71,5.38
.665,.784,4.40,5.55
.645,.791,4.47,5.19
.656,.781,4.47,5.12
.754,.808,5.00,5.07
.754,.801,4.94,5.03
.757,.799,4.94,5.06
.771,.774,4.87,4.74
.772,.770,4.83,4.75
.772,.774,4.89,4.73
.768,.763,5.06,4.98
.768,.761,5.03,4.98
.766,.760,5.00,4.95
.766,.761,5.03,4.96
.764,.751,5.05,4.95
.761,.750,5.04,4.91
.728,.678,4.75,3.36
.727,.674,4.70,3.40
.734,.670,4.61,3.46
.777,.676,5.04,4.78
.776,.672,4.98,4.76
.781,.673,5.00,4.82
.780,.680,5.02,4.81
.753,.826,4.82,3.77
.753,.823,4.82,3.75
.763,.827,4.90,3.83
.754,.837,4.74,3.84
.750,.838,4.81,3.82
.754,.856,5.04,3.89
.764,.709,5.09,4.85
.762,.710,5.10,4.82
.763,.710,5.10,4.84
.768,.710,5.08,4.87
.760,.711,5.05,4.96
.762,.711,5.04,4.98
.760,.713,5.04,4.95
.751,.680,4.90,5.59
.752,.681,4.83,5.62
.746,.690,4.84,5.51
.776,.710,4.88,5.54
.775,.712,4.92,5.52
.776,.715,4.92,5.53
.777,.713,4.88,5.53
.764,.814,4.98,4.76
.763,.819,5.05,4.76
.764,.819,5.04,4.81
.764,.818,5.02,4.81
.760,.827,5.03,4.65
.762,.826,5.01,4.69
.762,.826,5.01,4.68
.644,.826,3.83,5.47
.650,.820,3.91,5.43
.767,.800,4.96,3.85
.777,.718,4.93,3.63
.777,.715,4.88,3.65
.768,.736,4.96,4.02
.768,.740,4.99,4.02
.773,.750,4.91,3.76
.771,.751,4.92,3.74
.769,.754,4.94,3.72
.759,.759,5.05,3.69
.757,.760,5.07,3.67
.757,.761,5.06,3.66
.728,.673,4.96,4.33
.727,.681,5.09,4.29
.746,.674,4.95,4.55
.775,.668,4.88,5.14
.776,.668,4.85,5.14
.774,.670,4.88,5.10
.731,.822,4.90,3.57
.730,.831,5.05,3.59
.774,.810,4.88,3.84
.770,.810,4.87,3.80
.775,.816,4.94,3.86
.783,.817,4.85,3.94
.784,.816,4.82,3.96
.782,.818,4.88,3.94
.781,.818,4.89,3.91
.766,.835,5.03,3.71
.766,.836,5.03,3.70
.765,.837,5.08,3.69
.751,.849,5.12,3.71
.752,.848,5.11,3.74
.752,.851,5.16,3.74
.749,.848,5.10,3.68
.746,.847,5.09,3.66
.745,.846,5.10,3.65
.746,.848,5.12,3.66
.731,.743,4.71,5.28
.728,.754,4.88,5.23
.726,.745,4.82,5.30
.764,.736,4.84,5.27
.766,.732,4.80,5.28
.761,.731,4.78,5.19
.773,.806,5.04,3.30
.772,.808,5.01,3.33
.779,.818,4.89,3.33
.778,.815,4.86,3.32
.385,.728,4.50,4.20
.560,.710,3.18,4.62
.528,.693,3.60,3.94
.508,.687,3.27,3.47
.758,.755,5.01,4.01
.755,.756,4.99,4.05
.758,.758,5.01,4.15
.763,.750,4.94,4.12
.768,.754,5.01,4.22
.767,.754,5.03,4.21
.779,.759,4.86,4.19
.776,.759,4.89,4.15
.771,.759,4.88,4.10
.770,.761,4.89,4.09
.763,.773,5.02,4.06
.760,.773,5.01,4.03
.760,.774,5.05,4.03
.752,.779,5.14,4.03
.751,.780,5.12,4.01
.762,.750,5.05,5.01
.763,.754,5.09,5.02
.763,.752,5.07,5.04
.512,.910,3.95,3.68
.481,.876,3.67,3.36
.685,.848,4.83,4.34
.688,.850,4.84,4.29
.703,.853,4.90,4.32
.727,.859,4.95,4.44
.764,.773,4.97,5.23
.762,.771,4.96,5.19
.766,.768,4.93,5.19
.772,.766,4.90,5.29
.763,.769,5.04,5.23
.774,.768,5.01,5.33
.772,.776,5.07,5.29
.778,.763,4.89,5.20
.782,.761,4.85,5.25
.782,.762,4.83,5.26
.775,.763,4.95,5.30
.774,.761,4.92,5.27
.778,.761,4.90,5.31
.778,.726,5.03,4.15
.776,.723,5.00,4.12
.777,.723,4.98,4.15
.772,.773,4.98,2.98
.770,.776,5.05,2.98
.770,.772,5.02,3.01
.771,.775,5.04,3.02
.757,.762,5.10,3.65
.755,.760,5.09,3.63
.756,.759,5.08,3.65
.530,.833,4.81,5.29
.547,.801,4.30,5.07
.598,.773,3.91,5.13
.629,.767,3.71,5.38
.665,.784,4.40,5.55
.645,.791,4.47,5.19
.656,.781,4.47,5.12
.754,.808,5.00,5.07
.754,.801,4.94,5.03
.757,.799,4.94,5.06
.771,.774,4.87,4.74
.772,.770,4.83,4.75
.772,.774,4.89,4.73
.768,.763,5.06,4.98
.768,.761,5.03,4.98
.766,.760,5.00,4.95
.766,.761,5.03,4.96
.764,.751,5.05,4.95
.761,.750,5.04,4.91
.728,.678,4.75,3.36
.727,.674,4.70,3.40
.734,.670,4.61,3.46
.777,.676,5.04,4.78
.776,.672,4.98,4.76
.781,.673,5.00,4.82
.780,.680,5.02,4.81
.753,.826,4.82,3.77
.753,.823,4.82,3.75
.763,.827,4.90,3.83
.754,.837,4.74,3.84
.750,.838,4.81,3.82
.754,.856,5.04,3.89
.764,.709,5.09,4.85
.762,.710,5.10,4.82
.763,.710,5.10,4.84
.768,.710,5.08,4.87
.760,.711,5.05,4.96
.762,.711,5.04,4.98
.760,.713,5.04,4.95
.712,.781,4.74,3.58
.712,.795,4.84,3.60
.716,.784,4.85,3.62
.724,.783,4.85,3.89
.754,.834,5.10,4.35
.754,.833,5.08,4.34
.752,.834,5.11,4.32
.751,.680,4.90,5.59
.752,.681,4.83,5.62
.746,.690,4.84,5.51
.776,.710,4.88,5.54
.775,.712,4.92,5.52
.776,.715,4.92,5.53
.777,.713,4.88,5.53
.764,.814,4.98,4.76
.763,.819,5.05,4.76
.764,.819,5.04,4.81
.764,.818,5.02,4.81
.760,.827,5.03,4.65
.762,.826,5.01,4.69
.762,.826,5.01,4.68
.644,.826,3.83,5.47
.650,.820,3.91,5.43
.767,.800,4.96,3.85
.777,.718,4.93,3.63
.777,.715,4.88,3.65
.768,.736,4.96,4.02
.768,.740,4.99,4.02
.773,.750,4.91,3.76
.771,.751,4.92,3.74
.769,.754,4.94,3.72
.759,.759,5.05,3.69
.757,.760,5.07,3.67
.757,.761,5.06,3.66
.728,.673,4.96,4.33
.727,.681,5.09,4.29
.746,.674,4.95,4.55
.775,.668,4.88,5.14
.776,.668,4.85,5.14
.774,.670,4.88,5.10
.731,.822,4.90,3.57
.730,.831,5.05,3.59
.774,.810,4.88,3.84
.770,.810,4.87,3.80
.775,.816,4.94,3.86
.783,.817,4.85,3.94
.784,.816,4.82,3.96
.782,.818,4.88,3.94
.781,.818,4.89,3.91
.766,.835,5.03,3.71
.766,.836,5.03,3.70
.765,.837,5.08,3.69
.751,.849,5.12,3.71
.752,.848,5.11,3.74
.752,.851,5.16,3.74
.749,.848,5.10,3.68
.746,.847,5.09,3.66
.745,.846,5.10,3.65
.746,.848,5.12,3.66
.731,.743,4.71,5.28
.728,.754,4.88,5.23
.726,.745,4.82,5.30
.764,.736,4.84,5.27
.766,.732,4.80,5.28
.761,.731,4.78,5.19
.773,.806,5.04,3.30
.772,.808,5.01,3.33
.779,.818,4.89,3.33
.778,.815,4.86,3.32
.385,.728,4.50,4.20
.560,.710,3.18,4.62
.528,.693,3.60,3.94
.508,.687,3.27,3.47
.758,.755,5.01,4.01
.755,.756,4.99,4.05
.758,.758,5.01,4.15
.763,.750,4.94,4.12
.768,.754,5.01,4.22
.767,.754,5.03,4.21
.779,.759,4.86,4.19
.776,.759,4.89,4.15
.771,.759,4.88,4.10
.770,.761,4.89,4.09
.763,.773,5.02,4.06
.760,.773,5.01,4.03
.760,.774,5.05,4.03
.752,.779,5.14,4.03
.751,.780,5.12,4.01
.762,.750,5.05,5.01
.763,.754,5.09,5.02
.763,.752,5.07,5.04
.512,.910,3.95,3.68
.481,.876,3.67,3.36
.685,.848,4.83,4.34
.688,.850,4.84,4.29
.703,.853,4.90,4.32
.727,.859,4.95,4.44
.764,.773,4.97,5.23
.762,.771,4.96,5.19
.766,.768,4.93,5.19
.772,.766,4.90,5.29
.763,.769,5.04,5.23
.774,.768,5.01,5.33
.772,.776,5.07,5.29
.778,.763,4.89,5.20
.782,.761,4.85,5.25
.782,.762,4.83,5.26
.775,.763,4.95,5.30
.774,.761,4.92,5.27
.778,.761,4.90,5.31
.778,.726,5.03,4.15
.776,.723,5.00,4.12
.777,.723,4.98,4.15
.772,.773,4.98,2.98
.770,.776,5.05,2.98
.770,.772,5.02,3.01
.771,.775,5.04,3.02
.757,.762,5.10,3.65
.755,.760,5.09,3.63
.756,.759,5.08,3.65
.530,.833,4.81,5.29
.547,.801,4.30,5.07
.598,.773,3.91,5.13
.629,.767,3.71,5.38
.665,.784,4.40,5.55
.645,.791,4.47,5.19
.656,.781,4.47,5.12
.754,.808,5.00,5.07
.754,.801,4.94,5.03
.757,.799,4.94,5.06
.771,.774,4.87,4.74
.772,.770,4.83,4.75
.772,.774,4.89,4.73
.768,.763,5.06,4.98
.768,.761,5.03,4.98
.766,.760,5.00,4.95
.766,.761,5.03,4.96
.764,.751,5.05,4.95
.761,.750,5.04,4.91
.728,.678,4.75,3.36
.727,.674,4.70,3.40
.734,.670,4.61,3.46
.777,.676,5.04,4.78
.776,.672,4.98,4.76
.781,.673,5.00,4.82
.780,.680,5.02,4.81
.753,.826,4.82,3.77
.753,.823,4.82,3.75
.763,.827,4.90,3.83
.754,.837,4.74,3.84
.750,.838,4.81,3.82
.754,.856,5.04,3.89
.764,.709,5.09,4.85
.762,.710,5.10,4.82
.763,.710,5.10,4.84
.768,.710,5.08,4.87
.760,.711,5.05,4.96
.762,.711,5.04,4.98
.760,.713,5.04,4.95
.712,.781,4.74,3.58
.712,.795,4.84,3.60
.716,.784,4.85,3.62
.724,.783,4.85,3.89
.754,.834,5.10,4.35
.754,.833,5.08,4.34
.752,.834,5.11,4.32
.645,.807,3.54,4.96
.678,.821,3.93,5.52
.662,.802,3.70,5.45
.680,.751,5.59,4.90
.681,.752,5.62,4.83
.690,.746,5.51,4.84
.776,.710,4.88,5.54
.775,.712,4.92,5.52
.776,.715,4.92,5.53
.777,.713,4.88,5.53
.814,.764,4.76,4.98
.819,.763,4.76,5.05
.819,.764,4.81,5.04
.818,.764,4.81,5.02
.760,.827,5.03,4.65
.762,.826,5.01,4.69
.762,.826,5.01,4.68
.826,.644,5.47,3.83
.820,.650,5.43,3.91
.800,.767,3.85,4.96
.777,.718,4.93,3.63
.777,.715,4.88,3.65
.736,.768,4.02,4.96
.740,.768,4.02,4.99
.750,.773,3.76,4.91
.751,.771,3.74,4.92
.754,.769,3.72,4.94
.759,.759,5.05,3.69
.757,.760,5.07,3.67
.757,.761,5.06,3.66
.673,.728,4.33,4.96
.681,.727,4.29,5.09
.674,.746,4.55,4.95
.775,.668,4.88,5.14
.776,.668,4.85,5.14
.774,.670,4.88,5.10
.731,.822,4.90,3.57
.730,.831,5.05,3.59
.810,.774,3.84,4.88
.810,.770,3.80,4.87
.816,.775,3.86,4.94
.783,.817,4.85,3.94
.784,.816,4.82,3.96
.782,.818,4.88,3.94
.781,.818,4.89,3.91
.835,.766,3.71,5.03
.836,.766,3.70,5.03
.837,.765,3.69,5.08
.849,.751,3.71,5.12
.848,.752,3.74,5.11
.851,.752,3.74,5.16
.749,.848,5.10,3.68
.746,.847,5.09,3.66
.745,.846,5.10,3.65
.746,.848,5.12,3.66
.743,.731,5.28,4.71
.754,.728,5.23,4.88
.745,.726,5.30,4.82
.764,.736,4.84,5.27
.766,.732,4.80,5.28
.761,.731,4.78,5.19
.773,.806,5.04,3.30
.772,.808,5.01,3.33
.818,.779,3.33,4.89
.815,.778,3.32,4.86
.728,.385,4.20,4.50
.710,.560,4.62,3.18
.693,.528,3.94,3.60
.687,.508,3.47,3.27
.755,.758,4.01,5.01
.756,.755,4.05,4.99
.758,.758,4.15,5.01
.763,.750,4.94,4.12
.768,.754,5.01,4.22
.767,.754,5.03,4.21
.779,.759,4.86,4.19
.776,.759,4.89,4.15
.771,.759,4.88,4.10
.770,.761,4.89,4.09
.773,.763,4.06,5.02
.773,.760,4.03,5.01
.774,.760,4.03,5.05
.752,.779,5.14,4.03
.751,.780,5.12,4.01
.762,.750,5.05,5.01
.763,.754,5.09,5.02
.763,.752,5.07,5.04
.910,.512,3.68,3.95
.876,.481,3.36,3.67
.685,.848,4.83,4.34
.688,.850,4.84,4.29
.703,.853,4.90,4.32
.727,.859,4.95,4.44
.773,.764,5.23,4.97
.771,.762,5.19,4.96
.768,.766,5.19,4.93
.766,.772,5.29,4.90
.763,.769,5.04,5.23
.774,.768,5.01,5.33
.772,.776,5.07,5.29
.778,.763,4.89,5.20
.782,.761,4.85,5.25
.782,.762,4.83,5.26
.763,.775,5.30,4.95
.761,.774,5.27,4.92
.761,.778,5.31,4.90
.726,.778,4.15,5.03
.723,.776,4.12,5.00
.723,.777,4.15,4.98
.773,.772,2.98,4.98
.776,.770,2.98,5.05
.772,.770,3.01,5.02
.775,.771,3.02,5.04
.757,.762,5.10,3.65
.755,.760,5.09,3.63
.756,.759,5.08,3.65
.530,.833,4.81,5.29
.547,.801,4.30,5.07
.598,.773,3.91,5.13
.629,.767,3.71,5.38
.784,.665,5.55,4.40
.791,.645,5.19,4.47
.781,.656,5.12,4.47
.754,.808,5.00,5.07
.754,.801,4.94,5.03
.757,.799,4.94,5.06
.774,.771,4.74,4.87
.770,.772,4.75,4.83
.774,.772,4.73,4.89
.763,.768,4.98,5.06
.761,.768,4.98,5.03
.760,.766,4.95,5.00
.761,.766,4.96,5.03
.764,.751,5.05,4.95
.761,.750,5.04,4.91
.728,.678,4.75,3.36
.727,.674,4.70,3.40
.734,.670,4.61,3.46
.676,.777,4.78,5.04
.672,.776,4.76,4.98
.673,.781,4.82,5.00
.680,.780,4.81,5.02
.826,.753,3.77,4.82
.823,.753,3.75,4.82
.827,.763,3.83,4.90
.754,.837,4.74,3.84
.750,.838,4.81,3.82
.754,.856,5.04,3.89
.764,.709,5.09,4.85
.762,.710,5.10,4.82
.763,.710,5.10,4.84
.768,.710,5.08,4.87
.711,.760,4.96,5.05
.711,.762,4.98,5.04
.713,.760,4.95,5.04
.712,.781,4.74,3.58
.712,.795,4.84,3.60
.716,.784,4.85,3.62
.724,.783,4.85,3.89
.834,.754,4.35,5.10
.833,.754,4.34,5.08
.834,.752,4.32,5.11
.645,.807,3.54,4.96
.678,.821,3.93,5.52
.662,.802,3.70,5.45
.776,.709,4.28,5.60
.774,.710,4.30,5.56
.775,.710,4.28,5.56
